date,region,prediction_confirmed,prediction_deaths
2020-12-24,SAU,34813871,2782225
2020-12-25,SAU,34813871,2782225
2020-12-26,SAU,34813871,2782225
2020-12-27,SAU,34813871,2782225
2020-12-28,SAU,34813871,2782225
2020-12-29,SAU,34813871,2782225
2020-12-30,SAU,34813871,2782225
2020-12-31,SAU,34813871,2782225
2020-04-19,SEN,360,3
2020-04-20,SEN,374,4
2020-04-21,SEN,389,6
2020-04-22,SEN,408,7
2020-04-23,SEN,430,9
2020-04-24,SEN,454,11
2020-04-25,SEN,479,14
2020-04-26,SEN,504,17
2020-04-27,SEN,525,20
2020-04-28,SEN,551,24
2020-04-29,SEN,580,28
2020-04-30,SEN,608,33
2020-05-01,SEN,637,38
2020-05-02,SEN,667,43
2020-05-03,SEN,696,49
2020-05-04,SEN,722,55
2020-05-05,SEN,746,61
2020-05-06,SEN,771,68
2020-05-07,SEN,794,75
2020-05-08,SEN,815,83
2020-05-09,SEN,833,90
2020-05-10,SEN,847,98
2020-05-11,SEN,857,105
2020-05-12,SEN,863,113
2020-05-13,SEN,866,120
2020-05-14,SEN,866,128
2020-05-15,SEN,866,134
2020-05-16,SEN,866,141
2020-05-17,SEN,866,147
2020-05-18,SEN,866,152
2020-05-19,SEN,866,157
2020-05-20,SEN,866,160
2020-05-21,SEN,866,163
2020-05-22,SEN,866,164
2020-05-23,SEN,868,165
2020-05-24,SEN,876,165
2020-05-25,SEN,887,165
2020-05-26,SEN,904,165
2020-05-27,SEN,930,165
2020-05-28,SEN,973,165
2020-05-29,SEN,1035,165
2020-05-30,SEN,1121,165
2020-05-31,SEN,1234,165
2020-06-01,SEN,1376,165
2020-06-02,SEN,1544,165
2020-06-03,SEN,1737,165
2020-06-04,SEN,1962,165
2020-06-05,SEN,2222,166
2020-06-06,SEN,2522,167
2020-06-07,SEN,2865,168
2020-06-08,SEN,3255,170
2020-06-09,SEN,3695,173
2020-06-10,SEN,4189,177
2020-06-11,SEN,4739,183
2020-06-12,SEN,5352,190
2020-06-13,SEN,6034,199
2020-06-14,SEN,6790,211
2020-06-15,SEN,7623,226
2020-06-16,SEN,8540,244
2020-06-17,SEN,9546,267
2020-06-18,SEN,10646,294
2020-06-19,SEN,11846,326
2020-06-20,SEN,13151,364
2020-06-21,SEN,14567,409
2020-06-22,SEN,16098,462
2020-06-23,SEN,17750,523
2020-06-24,SEN,19527,594
2020-06-25,SEN,21434,675
2020-06-26,SEN,23475,767
2020-06-27,SEN,25654,871
2020-06-28,SEN,27973,988
2020-06-29,SEN,30435,1119
2020-06-30,SEN,33042,1265
2020-07-01,SEN,35795,1427
2020-07-02,SEN,38696,1606
2020-07-03,SEN,41744,1803
2020-07-04,SEN,44938,2019
2020-07-05,SEN,48276,2254
2020-07-06,SEN,51756,2509
2020-07-07,SEN,55375,2784
2020-07-08,SEN,59129,3080
2020-07-09,SEN,63013,3398
2020-07-10,SEN,67023,3737
2020-07-11,SEN,71152,4097
2020-07-12,SEN,75395,4478
2020-07-13,SEN,79746,4880
2020-07-14,SEN,84198,5301
2020-07-15,SEN,88746,5742
2020-07-16,SEN,93384,6200
2020-07-17,SEN,98109,6675
2020-07-18,SEN,102916,7164
2020-07-19,SEN,107805,7665
2020-07-20,SEN,112775,8176
2020-07-21,SEN,117830,8696
2020-07-22,SEN,122976,9219
2020-07-23,SEN,128223,9745
2020-07-24,SEN,133584,10268
2020-07-25,SEN,139080,10787
2020-07-26,SEN,144735,11296
2020-07-27,SEN,150581,11793
2020-07-28,SEN,156656,12272
2020-07-29,SEN,163007,12732
2020-07-30,SEN,169691,13166
2020-07-31,SEN,176772,13572
2020-08-01,SEN,184328,13947
2020-08-02,SEN,192446,14287
2020-08-03,SEN,201227,14589
2020-08-04,SEN,210786,14852
2020-08-05,SEN,221250,15074
2020-08-06,SEN,232763,15254
2020-08-07,SEN,245482,15393
2020-08-08,SEN,259585,15493
2020-08-09,SEN,275261,15556
2020-08-10,SEN,292721,15588
2020-08-11,SEN,312191,15595
2020-08-12,SEN,333915,15595
2020-08-13,SEN,358124,15595
2020-08-14,SEN,385124,15600
2020-08-15,SEN,415248,15631
2020-08-16,SEN,448796,15704
2020-08-17,SEN,486087,15839
2020-08-18,SEN,527456,16063
2020-08-19,SEN,573241,16405
2020-08-20,SEN,623798,16895
2020-08-21,SEN,679455,17563
2020-08-22,SEN,740587,18448
2020-08-23,SEN,807672,19593
2020-08-24,SEN,881060,21042
2020-08-25,SEN,961082,22844
2020-08-26,SEN,1048123,25053
2020-08-27,SEN,1142529,27723
2020-08-28,SEN,1244623,30911
2020-08-29,SEN,1354733,34681
2020-08-30,SEN,1473183,39098
2020-08-31,SEN,1600253,44228
2020-09-01,SEN,1736150,50140
2020-09-02,SEN,1881060,56905
2020-09-03,SEN,2035139,64592
2020-09-04,SEN,2198477,73273
2020-09-05,SEN,2371126,83017
2020-09-06,SEN,2553083,93893
2020-09-07,SEN,2744273,105967
2020-09-08,SEN,2944550,119300
2020-09-09,SEN,3153701,133949
2020-09-10,SEN,3371450,149965
2020-09-11,SEN,3597450,167390
2020-09-12,SEN,3831285,186259
2020-09-13,SEN,4072470,206598
2020-09-14,SEN,4320454,228418
2020-09-15,SEN,4574624,251719
2020-09-16,SEN,4834319,276487
2020-09-17,SEN,5098838,302689
2020-09-18,SEN,5367448,330279
2020-09-19,SEN,5639398,359190
2020-09-20,SEN,5913941,389335
2020-09-21,SEN,6190346,420605
2020-09-22,SEN,6467930,452873
2020-09-23,SEN,6746080,485985
2020-09-24,SEN,7024285,519768
2020-09-25,SEN,7302169,554022
2020-09-26,SEN,7579523,588526
2020-09-27,SEN,7856352,623038
2020-09-28,SEN,8132915,657292
2020-09-29,SEN,8409772,691004
2020-09-30,SEN,8687842,723871
2020-10-01,SEN,8968450,755575
2020-10-02,SEN,9253385,785787
2020-10-03,SEN,9544962,814168
2020-10-04,SEN,9846083,840378
2020-10-05,SEN,10160301,864076
2020-10-06,SEN,10491888,884932
2020-10-07,SEN,10845896,902629
2020-10-08,SEN,11228229,916874
2020-10-09,SEN,11645703,927405
2020-10-10,SEN,12106113,934004
2020-10-11,SEN,12618289,936501
2020-10-12,SEN,13192158,936501
2020-10-13,SEN,13833551,936501
2020-10-14,SEN,14549493,936501
2020-10-15,SEN,15360383,936501
2020-10-16,SEN,16290141,936501
2020-10-17,SEN,16743927,936501
2020-10-18,SEN,16743927,936501
2020-10-19,SEN,16743927,936501
2020-10-20,SEN,16743927,937903
2020-10-21,SEN,16743927,943950
2020-10-22,SEN,16743927,947400
2020-10-23,SEN,16743927,948537
2020-10-24,SEN,16743927,948537
2020-10-25,SEN,16743927,949938
2020-10-26,SEN,16743927,949938
2020-10-27,SEN,16743927,949938
2020-10-28,SEN,16743927,951343
2020-10-29,SEN,16743927,951343
2020-10-30,SEN,16743927,951343
2020-10-31,SEN,16743927,951343
2020-11-01,SEN,16743927,951343
2020-11-02,SEN,16743927,951343
2020-11-03,SEN,16743927,951343
2020-11-04,SEN,16743927,951343
2020-11-05,SEN,16743927,951343
2020-11-06,SEN,16743927,951343
2020-11-07,SEN,16743927,951343
2020-11-08,SEN,16743927,951343
2020-11-09,SEN,16743927,951343
2020-11-10,SEN,16743927,951343
2020-11-11,SEN,16743927,951343
2020-11-12,SEN,16743927,951343
2020-11-13,SEN,16743927,951343
2020-11-14,SEN,16743927,951343
2020-11-15,SEN,16743927,951343
2020-11-16,SEN,16743927,951343
2020-11-17,SEN,16743927,951343
2020-11-18,SEN,16743927,951343
2020-11-19,SEN,16743927,951343
2020-11-20,SEN,16743927,951343
2020-11-21,SEN,16743927,951343
2020-11-22,SEN,16743927,951343
2020-11-23,SEN,16743927,951343
2020-11-24,SEN,16743927,951343
2020-11-25,SEN,16743927,951343
2020-11-26,SEN,16743927,951343
2020-11-27,SEN,16743927,951343
2020-11-28,SEN,16743927,951343
2020-11-29,SEN,16743927,951343
2020-11-30,SEN,16743927,951343
2020-12-01,SEN,16743927,951343
2020-12-02,SEN,16743927,951343
2020-12-03,SEN,16743927,951343
2020-12-04,SEN,16743927,951343
2020-12-05,SEN,16743927,951343
2020-12-06,SEN,16743927,951343
2020-12-07,SEN,16743927,951343
2020-12-08,SEN,16743927,951343
2020-12-09,SEN,16743927,951343
2020-12-10,SEN,16743927,951343
2020-12-11,SEN,16743927,951343
2020-12-12,SEN,16743927,951343
2020-12-13,SEN,16743927,951343
2020-12-14,SEN,16743927,951343
2020-12-15,SEN,16743927,951343
2020-12-16,SEN,16743927,951343
2020-12-17,SEN,16743927,951343
2020-12-18,SEN,16743927,951343
2020-12-19,SEN,16743927,951343
2020-12-20,SEN,16743927,951343
2020-12-21,SEN,16743927,951343
2020-12-22,SEN,16743927,951343
2020-12-23,SEN,16743927,951343
2020-12-24,SEN,16743927,951343
2020-12-25,SEN,16743927,951343
2020-12-26,SEN,16743927,951343
2020-12-27,SEN,16743927,951343
2020-12-28,SEN,16743927,951343
2020-12-29,SEN,16743927,951343
2020-12-30,SEN,16743927,951343
2020-12-31,SEN,16743927,951343
2020-04-19,SRB,6389,124
2020-04-20,SRB,6841,136
2020-04-21,SRB,7302,148
2020-04-22,SRB,7812,162
2020-04-23,SRB,8331,176
2020-04-24,SRB,8885,194
2020-04-25,SRB,9489,216
2020-04-26,SRB,10095,241
2020-04-27,SRB,10720,270
2020-04-28,SRB,11419,303
2020-04-29,SRB,12144,340
2020-04-30,SRB,12908,382
2020-05-01,SRB,13714,429
2020-05-02,SRB,14567,483
2020-05-03,SRB,15454,542
2020-05-04,SRB,16352,607
2020-05-05,SRB,17284,679
2020-05-06,SRB,18257,758
2020-05-07,SRB,19255,843
2020-05-08,SRB,20281,936
2020-05-09,SRB,21334,1036
2020-05-10,SRB,22397,1144
2020-05-11,SRB,23465,1258
2020-05-12,SRB,24538,1379
2020-05-13,SRB,25613,1507
2020-05-14,SRB,26686,1641
2020-05-15,SRB,27751,1781
2020-05-16,SRB,28800,1927
2020-05-17,SRB,29826,2077
2020-05-18,SRB,30822,2230
2020-05-19,SRB,31784,2387
2020-05-20,SRB,32709,2545
2020-05-21,SRB,33592,2703
2020-05-22,SRB,34431,2860
2020-05-23,SRB,35222,3015
2020-05-24,SRB,35963,3166
2020-05-25,SRB,36654,3310
2020-05-26,SRB,37301,3447
2020-05-27,SRB,37906,3574
2020-05-28,SRB,38477,3689
2020-05-29,SRB,39024,3790
2020-05-30,SRB,39559,3875
2020-05-31,SRB,40098,3942
2020-06-01,SRB,40662,3989
2020-06-02,SRB,41276,4013
2020-06-03,SRB,41969,4014
2020-06-04,SRB,42773,4014
2020-06-05,SRB,43650,4014
2020-06-06,SRB,44676,4014
2020-06-07,SRB,45945,4014
2020-06-08,SRB,47582,4014
2020-06-09,SRB,49658,4014
2020-06-10,SRB,52255,4014
2020-06-11,SRB,55410,4014
2020-06-12,SRB,59188,4020
2020-06-13,SRB,63486,4030
2020-06-14,SRB,68301,4042
2020-06-15,SRB,73798,4062
2020-06-16,SRB,80066,4091
2020-06-17,SRB,87179,4133
2020-06-18,SRB,95198,4191
2020-06-19,SRB,104189,4271
2020-06-20,SRB,114220,4375
2020-06-21,SRB,125332,4510
2020-06-22,SRB,137605,4683
2020-06-23,SRB,151174,4900
2020-06-24,SRB,166128,5172
2020-06-25,SRB,182554,5505
2020-06-26,SRB,200539,5911
2020-06-27,SRB,220175,6399
2020-06-28,SRB,241552,6981
2020-06-29,SRB,264760,7670
2020-06-30,SRB,289897,8479
2020-07-01,SRB,317052,9422
2020-07-02,SRB,346310,10514
2020-07-03,SRB,377746,11769
2020-07-04,SRB,411439,13204
2020-07-05,SRB,447458,14835
2020-07-06,SRB,485862,16679
2020-07-07,SRB,526704,18752
2020-07-08,SRB,570022,21072
2020-07-09,SRB,615846,23655
2020-07-10,SRB,664195,26518
2020-07-11,SRB,715079,29675
2020-07-12,SRB,768494,33143
2020-07-13,SRB,824422,36935
2020-07-14,SRB,882827,41064
2020-07-15,SRB,943662,45540
2020-07-16,SRB,1006867,50373
2020-07-17,SRB,1072371,55570
2020-07-18,SRB,1140093,61134
2020-07-19,SRB,1209940,67068
2020-07-20,SRB,1281811,73369
2020-07-21,SRB,1355598,80032
2020-07-22,SRB,1431192,87048
2020-07-23,SRB,1508482,94405
2020-07-24,SRB,1587367,102085
2020-07-25,SRB,1667753,110065
2020-07-26,SRB,1749564,118321
2020-07-27,SRB,1832742,126819
2020-07-28,SRB,1917261,135524
2020-07-29,SRB,2003131,144395
2020-07-30,SRB,2090407,153386
2020-07-31,SRB,2179202,162446
2020-08-01,SRB,2269692,171520
2020-08-02,SRB,2362131,180550
2020-08-03,SRB,2456861,189473
2020-08-04,SRB,2554327,198223
2020-08-05,SRB,2655087,206733
2020-08-06,SRB,2759829,214936
2020-08-07,SRB,2869385,222762
2020-08-08,SRB,2984743,230144
2020-08-09,SRB,3107066,237017
2020-08-10,SRB,3237705,243323
2020-08-11,SRB,3378216,249006
2020-08-12,SRB,3530374,254020
2020-08-13,SRB,3696186,258331
2020-08-14,SRB,3877910,261917
2020-08-15,SRB,4078063,264770
2020-08-16,SRB,4299437,266901
2020-08-17,SRB,4545105,268343
2020-08-18,SRB,4818436,269154
2020-08-19,SRB,5123096,269417
2020-08-20,SRB,5463056,269417
2020-08-21,SRB,5842073,269417
2020-08-22,SRB,6264629,269417
2020-08-23,SRB,6736642,269581
2020-08-24,SRB,7263831,270270
2020-08-25,SRB,7851259,271758
2020-08-26,SRB,8504385,274429
2020-08-27,SRB,8737371,278770
2020-08-28,SRB,8737371,285230
2020-08-29,SRB,8737371,291430
2020-08-30,SRB,8737371,301594
2020-08-31,SRB,8737371,315285
2020-09-01,SRB,8737371,328659
2020-09-02,SRB,8737371,342980
2020-09-03,SRB,8737371,357754
2020-09-04,SRB,8737371,376591
2020-09-05,SRB,8737371,393890
2020-09-06,SRB,8737371,413571
2020-09-07,SRB,8737371,436078
2020-09-08,SRB,8737371,458190
2020-09-09,SRB,8737371,479548
2020-09-10,SRB,8737371,502396
2020-09-11,SRB,8737371,525373
2020-09-12,SRB,8737371,548360
2020-09-13,SRB,8737371,570378
2020-09-14,SRB,8737371,592825
2020-09-15,SRB,8737371,614042
2020-09-16,SRB,8737371,632711
2020-09-17,SRB,8737371,650122
2020-09-18,SRB,8737371,666237
2020-09-19,SRB,8737371,679312
2020-09-20,SRB,8737371,689665
2020-09-21,SRB,8737371,697141
2020-09-22,SRB,8737371,701156
2020-09-23,SRB,8737371,701156
2020-09-24,SRB,8737371,701156
2020-09-25,SRB,8737371,701156
2020-09-26,SRB,8737371,701156
2020-09-27,SRB,8737371,701156
2020-09-28,SRB,8737371,701156
2020-09-29,SRB,8737371,701156
2020-09-30,SRB,8737371,701156
2020-10-01,SRB,8737371,701156
2020-10-02,SRB,8737371,701156
2020-10-03,SRB,8737371,701156
2020-10-04,SRB,8737371,701156
2020-10-05,SRB,8737371,701156
2020-10-06,SRB,8737371,701156
2020-10-07,SRB,8737371,701156
2020-10-08,SRB,8737371,701156
2020-10-09,SRB,8737371,701156
2020-10-10,SRB,8737371,701156
2020-10-11,SRB,8737371,701156
2020-10-12,SRB,8737371,701156
2020-10-13,SRB,8737371,701156
2020-10-14,SRB,8737371,701156
2020-10-15,SRB,8737371,701156
2020-10-16,SRB,8737371,701156
2020-10-17,SRB,8737371,701156
2020-10-18,SRB,8737371,701156
2020-10-19,SRB,8737371,701156
2020-10-20,SRB,8737371,701156
2020-10-21,SRB,8737371,701156
2020-10-22,SRB,8737371,701156
2020-10-23,SRB,8737371,701156
2020-10-24,SRB,8737371,701156
2020-10-25,SRB,8737371,701156
2020-10-26,SRB,8737371,701156
2020-10-27,SRB,8737371,701156
2020-10-28,SRB,8737371,701156
2020-10-29,SRB,8737371,701156
2020-10-30,SRB,8737371,701156
2020-10-31,SRB,8737371,701156
2020-11-01,SRB,8737371,701156
2020-11-02,SRB,8737371,701156
2020-11-03,SRB,8737371,701156
2020-11-04,SRB,8737371,701156
2020-11-05,SRB,8737371,701156
2020-11-06,SRB,8737371,701156
2020-11-07,SRB,8737371,701156
2020-11-08,SRB,8737371,701156
2020-11-09,SRB,8737371,701156
2020-11-10,SRB,8737371,701156
2020-11-11,SRB,8737371,701156
2020-11-12,SRB,8737371,701156
2020-11-13,SRB,8737371,701156
2020-11-14,SRB,8737371,701156
2020-11-15,SRB,8737371,701156
2020-11-16,SRB,8737371,701156
2020-11-17,SRB,8737371,701156
2020-11-18,SRB,8737371,701156
2020-11-19,SRB,8737371,701156
2020-11-20,SRB,8737371,701156
2020-11-21,SRB,8737371,701156
2020-11-22,SRB,8737371,701156
2020-11-23,SRB,8737371,701156
2020-11-24,SRB,8737371,701156
2020-11-25,SRB,8737371,701156
2020-11-26,SRB,8737371,701156
2020-11-27,SRB,8737371,701156
2020-11-28,SRB,8737371,701156
2020-11-29,SRB,8737371,701156
2020-11-30,SRB,8737371,701156
2020-12-01,SRB,8737371,701156
2020-12-02,SRB,8737371,701156
2020-12-03,SRB,8737371,701156
2020-12-04,SRB,8737371,701156
2020-12-05,SRB,8737371,701156
2020-12-06,SRB,8737371,701156
2020-12-07,SRB,8737371,701156
2020-12-08,SRB,8737371,701156
2020-12-09,SRB,8737371,701156
2020-12-10,SRB,8737371,701156
2020-12-11,SRB,8737371,701156
2020-12-12,SRB,8737371,701156
2020-12-13,SRB,8737371,701156
2020-12-14,SRB,8737371,701156
2020-12-15,SRB,8737371,701156
2020-12-16,SRB,8737371,701156
2020-12-17,SRB,8737371,701156
2020-12-18,SRB,8737371,701156
2020-12-19,SRB,8737371,701156
2020-12-20,SRB,8737371,701156
2020-12-21,SRB,8737371,701156
2020-12-22,SRB,8737371,701156
2020-12-23,SRB,8737371,701156
2020-12-24,SRB,8737371,701156
2020-12-25,SRB,8737371,701156
2020-12-26,SRB,8737371,701156
2020-12-27,SRB,8737371,701156
2020-12-28,SRB,8737371,701156
2020-12-29,SRB,8737371,701156
2020-12-30,SRB,8737371,701156
2020-12-31,SRB,8737371,701156
2020-04-19,SYC,13,0
2020-04-20,SYC,16,0
2020-04-21,SYC,21,0
2020-04-22,SYC,27,0
2020-04-23,SYC,34,0
2020-04-24,SYC,43,1
2020-04-25,SYC,55,1
2020-04-26,SYC,69,2
2020-04-27,SYC,85,2
2020-04-28,SYC,104,3
2020-04-29,SYC,125,4
2020-04-30,SYC,150,5
2020-05-01,SYC,177,7
2020-05-02,SYC,208,8
2020-05-03,SYC,243,10
2020-05-04,SYC,281,12
2020-05-05,SYC,323,15
2020-05-06,SYC,369,17
2020-05-07,SYC,420,20
2020-05-08,SYC,474,24
2020-05-09,SYC,533,28
2020-05-10,SYC,597,32
2020-05-11,SYC,666,36
2020-05-12,SYC,739,41
2020-05-13,SYC,818,47
2020-05-14,SYC,901,53
2020-05-15,SYC,990,60
2020-05-16,SYC,1085,67
2020-05-17,SYC,1185,74
2020-05-18,SYC,1291,82
2020-05-19,SYC,1402,91
2020-05-20,SYC,1520,100
2020-05-21,SYC,1644,110
2020-05-22,SYC,1774,121
2020-05-23,SYC,1910,132
2020-05-24,SYC,2053,143
2020-05-25,SYC,2203,155
2020-05-26,SYC,2361,168
2020-05-27,SYC,2526,181
2020-05-28,SYC,2699,195
2020-05-29,SYC,2881,209
2020-05-30,SYC,3072,224
2020-05-31,SYC,3273,239
2020-06-01,SYC,3484,254
2020-06-02,SYC,3707,270
2020-06-03,SYC,3942,286
2020-06-04,SYC,4191,303
2020-06-05,SYC,4455,319
2020-06-06,SYC,4736,336
2020-06-07,SYC,5035,353
2020-06-08,SYC,5354,371
2020-06-09,SYC,5696,388
2020-06-10,SYC,6063,406
2020-06-11,SYC,6457,423
2020-06-12,SYC,6883,441
2020-06-13,SYC,7342,459
2020-06-14,SYC,7839,477
2020-06-15,SYC,8379,496
2020-06-16,SYC,8964,515
2020-06-17,SYC,9601,534
2020-06-18,SYC,10293,554
2020-06-19,SYC,11048,576
2020-06-20,SYC,11870,598
2020-06-21,SYC,12766,622
2020-06-22,SYC,13744,647
2020-06-23,SYC,14809,675
2020-06-24,SYC,15970,705
2020-06-25,SYC,17234,738
2020-06-26,SYC,18610,775
2020-06-27,SYC,20107,816
2020-06-28,SYC,21734,862
2020-06-29,SYC,23500,913
2020-06-30,SYC,25415,971
2020-07-01,SYC,27488,1037
2020-07-02,SYC,29730,1111
2020-07-03,SYC,32151,1194
2020-07-04,SYC,34761,1288
2020-07-05,SYC,37570,1394
2020-07-06,SYC,40590,1513
2020-07-07,SYC,43829,1646
2020-07-08,SYC,47298,1795
2020-07-09,SYC,51007,1961
2020-07-10,SYC,54966,2146
2020-07-11,SYC,59183,2351
2020-07-12,SYC,63667,2578
2020-07-13,SYC,68426,2829
2020-07-14,SYC,73468,3105
2020-07-15,SYC,78801,3407
2020-07-16,SYC,84430,3738
2020-07-17,SYC,90360,4098
2020-07-18,SYC,96598,4490
2020-07-19,SYC,98347,4914
2020-07-20,SYC,98347,5371
2020-07-21,SYC,98347,5835
2020-07-22,SYC,98347,6348
2020-07-23,SYC,98347,6892
2020-07-24,SYC,98347,7429
2020-07-25,SYC,98347,7970
2020-07-26,SYC,98347,8502
2020-07-27,SYC,98347,9057
2020-07-28,SYC,98347,9568
2020-07-29,SYC,98347,10079
2020-07-30,SYC,98347,10577
2020-07-31,SYC,98347,11027
2020-08-01,SYC,98347,11423
2020-08-02,SYC,98347,11780
2020-08-03,SYC,98347,12075
2020-08-04,SYC,98347,12304
2020-08-05,SYC,98347,12451
2020-08-06,SYC,98347,12526
2020-08-07,SYC,98347,12526
2020-08-08,SYC,98347,12526
2020-08-09,SYC,98347,12526
2020-08-10,SYC,98347,12526
2020-08-11,SYC,98347,12526
2020-08-12,SYC,98347,12526
2020-08-13,SYC,98347,12526
2020-08-14,SYC,98347,12526
2020-08-15,SYC,98347,12526
2020-08-16,SYC,98347,12526
2020-08-17,SYC,98347,12526
2020-08-18,SYC,98347,12526
2020-08-19,SYC,98347,12526
2020-08-20,SYC,98347,12526
2020-08-21,SYC,98347,12526
2020-08-22,SYC,98347,12526
2020-08-23,SYC,98347,12526
2020-08-24,SYC,98347,12526
2020-08-25,SYC,98347,12526
2020-08-26,SYC,98347,12526
2020-08-27,SYC,98347,12526
2020-08-28,SYC,98347,12526
2020-08-29,SYC,98347,12526
2020-08-30,SYC,98347,12526
2020-08-31,SYC,98347,12526
2020-09-01,SYC,98347,12526
2020-09-02,SYC,98347,12526
2020-09-03,SYC,98347,12526
2020-09-04,SYC,98347,12526
2020-09-05,SYC,98347,12526
2020-09-06,SYC,98347,12526
2020-09-07,SYC,98347,12526
2020-09-08,SYC,98347,12526
2020-09-09,SYC,98347,12526
2020-09-10,SYC,98347,12526
2020-09-11,SYC,98347,12526
2020-09-12,SYC,98347,12526
2020-09-13,SYC,98347,12526
2020-09-14,SYC,98347,12526
2020-09-15,SYC,98347,12526
2020-09-16,SYC,98347,12526
2020-09-17,SYC,98347,12526
2020-09-18,SYC,98347,12526
2020-09-19,SYC,98347,12526
2020-09-20,SYC,98347,12526
2020-09-21,SYC,98347,12526
2020-09-22,SYC,98347,12526
2020-09-23,SYC,98347,12526
2020-09-24,SYC,98347,12526
2020-09-25,SYC,98347,12526
2020-09-26,SYC,98347,12526
2020-09-27,SYC,98347,12526
2020-09-28,SYC,98347,12526
2020-09-29,SYC,98347,12526
2020-09-30,SYC,98347,12526
2020-10-01,SYC,98347,12526
2020-10-02,SYC,98347,12526
2020-10-03,SYC,98347,12526
2020-10-04,SYC,98347,12526
2020-10-05,SYC,98347,12526
2020-10-06,SYC,98347,12526
2020-10-07,SYC,98347,12526
2020-10-08,SYC,98347,12526
2020-10-09,SYC,98347,12526
2020-10-10,SYC,98347,12526
2020-10-11,SYC,98347,12526
2020-10-12,SYC,98347,12526
2020-10-13,SYC,98347,12526
2020-10-14,SYC,98347,12526
2020-10-15,SYC,98347,12526
2020-10-16,SYC,98347,12526
2020-10-17,SYC,98347,12526
2020-10-18,SYC,98347,12526
2020-10-19,SYC,98347,12526
2020-10-20,SYC,98347,12526
2020-10-21,SYC,98347,12526
2020-10-22,SYC,98347,12526
2020-10-23,SYC,98347,12526
2020-10-24,SYC,98347,12526
2020-10-25,SYC,98347,12526
2020-10-26,SYC,98347,12526
2020-10-27,SYC,98347,12526
2020-10-28,SYC,98347,12526
2020-10-29,SYC,98347,12526
2020-10-30,SYC,98347,12526
2020-10-31,SYC,98347,12526
2020-11-01,SYC,98347,12526
2020-11-02,SYC,98347,12526
2020-11-03,SYC,98347,12526
2020-11-04,SYC,98347,12526
2020-11-05,SYC,98347,12526
2020-11-06,SYC,98347,12526
2020-11-07,SYC,98347,12526
2020-11-08,SYC,98347,12526
2020-11-09,SYC,98347,12526
2020-11-10,SYC,98347,12526
2020-11-11,SYC,98347,12526
2020-11-12,SYC,98347,12526
2020-11-13,SYC,98347,12526
2020-11-14,SYC,98347,12526
2020-11-15,SYC,98347,12526
2020-11-16,SYC,98347,12526
2020-11-17,SYC,98347,12526
2020-11-18,SYC,98347,12526
2020-11-19,SYC,98347,12526
2020-11-20,SYC,98347,12526
2020-11-21,SYC,98347,12526
2020-11-22,SYC,98347,12526
2020-11-23,SYC,98347,12526
2020-11-24,SYC,98347,12526
2020-11-25,SYC,98347,12526
2020-11-26,SYC,98347,12526
2020-11-27,SYC,98347,12526
2020-11-28,SYC,98347,12526
2020-11-29,SYC,98347,12526
2020-11-30,SYC,98347,12526
2020-12-01,SYC,98347,12526
2020-12-02,SYC,98347,12526
2020-12-03,SYC,98347,12526
2020-12-04,SYC,98347,12526
2020-12-05,SYC,98347,12526
2020-12-06,SYC,98347,12526
2020-12-07,SYC,98347,12526
2020-12-08,SYC,98347,12526
2020-12-09,SYC,98347,12526
2020-12-10,SYC,98347,12526
2020-12-11,SYC,98347,12526
2020-12-12,SYC,98347,12526
2020-12-13,SYC,98347,12526
2020-12-14,SYC,98347,12526
2020-12-15,SYC,98347,12526
2020-12-16,SYC,98347,12526
2020-12-17,SYC,98347,12526
2020-12-18,SYC,98347,12526
2020-12-19,SYC,98347,12526
2020-12-20,SYC,98347,12526
2020-12-21,SYC,98347,12526
2020-12-22,SYC,98347,12526
2020-12-23,SYC,98347,12526
2020-12-24,SYC,98347,12526
2020-12-25,SYC,98347,12526
2020-12-26,SYC,98347,12526
2020-12-27,SYC,98347,12526
2020-12-28,SYC,98347,12526
2020-12-29,SYC,98347,12526
2020-12-30,SYC,98347,12526
2020-12-31,SYC,98347,12526
2020-04-19,SGP,6868,11
2020-04-20,SGP,7795,16
2020-04-21,SGP,8825,22
2020-04-22,SGP,9969,33
2020-04-23,SGP,11227,49
2020-04-24,SGP,12601,69
2020-04-25,SGP,14161,99
2020-04-26,SGP,15799,130
2020-04-27,SGP,17613,177
2020-04-28,SGP,19548,231
2020-04-29,SGP,21609,297
2020-04-30,SGP,23827,377
2020-05-01,SGP,26225,472
2020-05-02,SGP,28770,582
2020-05-03,SGP,31503,710
2020-05-04,SGP,34383,856
2020-05-05,SGP,37445,1025
2020-05-06,SGP,40655,1214
2020-05-07,SGP,44005,1427
2020-05-08,SGP,47530,1665
2020-05-09,SGP,51191,1929
2020-05-10,SGP,54997,2220
2020-05-11,SGP,58933,2539
2020-05-12,SGP,62986,2887
2020-05-13,SGP,67135,3264
2020-05-14,SGP,71367,3670
2020-05-15,SGP,75666,4107
2020-05-16,SGP,80016,4572
2020-05-17,SGP,84391,5066
2020-05-18,SGP,88775,5587
2020-05-19,SGP,93141,6134
2020-05-20,SGP,97464,6705
2020-05-21,SGP,101721,7297
2020-05-22,SGP,105888,7908
2020-05-23,SGP,109944,8534
2020-05-24,SGP,113864,9171
2020-05-25,SGP,117631,9814
2020-05-26,SGP,121226,10459
2020-05-27,SGP,124635,11098
